"country_code","postal_code","place_name","admin_name1","admin_code1","admin_name2","admin_code2","admin_name3","admin_code3","latitude","longitude","accuracy","id","location"
"AU","0200","Australian National University","Australian Capital Territory","ACT","CANBERRA","","","","-35.2777","149.1189","1","QVUtQUNULUF1c3RyYWxpYW4gTmF0aW9uYWwgVW5pdmVyc2l0eS0wMjAw","{  ""coordinates"": [    149.1189,    -35.2777  ],  ""type"": ""point""}"
"AU","0221","Barton","Australian Capital Territory","ACT","","","","","-35.3049","149.1412","4","QVUtQUNULUJhcnRvbi0wMjIx","{  ""coordinates"": [    149.1412,    -35.3049  ],  ""type"": ""point""}"
"AU","2540","Jervis Bay","Australian Capital Territory","ACT","NEW CNTRY WEST","","","","-35.1499","150.6969","4","QVUtQUNULUplcnZpcyBCYXktMjU0MA==","{  ""coordinates"": [    150.6969,    -35.1499  ],  ""type"": ""point""}"
"AU","2540","Wreck Bay","Australian Capital Territory","ACT","","","","","-35.1648","150.6908","4","QVUtQUNULVdyZWNrIEJheS0yNTQw","{  ""coordinates"": [    150.6908,    -35.1648  ],  ""type"": ""point""}"
"AU","2540","Hmas Creswell","Australian Capital Territory","ACT","NEW CNTRY WEST","","","","-35.028","150.5501","3","QVUtQUNULUhtYXMgQ3Jlc3dlbGwtMjU0MA==","{  ""coordinates"": [    150.5501,    -35.028  ],  ""type"": ""point""}"
"AU","2600","Barton","Australian Capital Territory","ACT","CANBERRA","","","","-35.3093","149.1356","4","QVUtQUNULUJhcnRvbi0yNjAw","{  ""coordinates"": [    149.1356,    -35.3093  ],  ""type"": ""point""}"
"AU","2600","Russell","Australian Capital Territory","ACT","CANBERRA","","","","-35.2991","149.1515","4","QVUtQUNULVJ1c3NlbGwtMjYwMA==","{  ""coordinates"": [    149.1515,    -35.2991  ],  ""type"": ""point""}"
"AU","2600","Canberra","Australian Capital Territory","ACT","CANBERRA","","","","-35.2835","149.1281","4","QVUtQUNULUNhbmJlcnJhLTI2MDA=","{  ""coordinates"": [    149.1281,    -35.2835  ],  ""type"": ""point""}"
"AU","2600","Yarralumla","Australian Capital Territory","ACT","CANBERRA","","","","-35.3072","149.1021","4","QVUtQUNULVlhcnJhbHVtbGEtMjYwMA==","{  ""coordinates"": [    149.1021,    -35.3072  ],  ""type"": ""point""}"
"AU","2600","Harman","Australian Capital Territory","ACT","CANBERRA","","","","-35.35","149.2","4","QVUtQUNULUhhcm1hbi0yNjAw","{  ""coordinates"": [    149.2,    -35.35  ],  ""type"": ""point""}"
"AU","2600","Duntroon","Australian Capital Territory","ACT","CANBERRA","","","","-35.3","149.1667","4","QVUtQUNULUR1bnRyb29uLTI2MDA=","{  ""coordinates"": [    149.1667,    -35.3  ],  ""type"": ""point""}"
"AU","2600","Capital Hill","Australian Capital Territory","ACT","","","","","-35.3067","149.1258","4","QVUtQUNULUNhcGl0YWwgSGlsbC0yNjAw","{  ""coordinates"": [    149.1258,    -35.3067  ],  ""type"": ""point""}"
"AU","2600","Deakin","Australian Capital Territory","ACT","CANBERRA","","","","-35.3179","149.1029","4","QVUtQUNULURlYWtpbi0yNjAw","{  ""coordinates"": [    149.1029,    -35.3179  ],  ""type"": ""point""}"
"AU","2600","Deakin West","Australian Capital Territory","ACT","CANBERRA","","","","-35.3126","149.1278","3","QVUtQUNULURlYWtpbiBXZXN0LTI2MDA=","{  ""coordinates"": [    149.1278,    -35.3126  ],  ""type"": ""point""}"
"AU","2600","Parkes","Australian Capital Territory","ACT","CANBERRA","","","","-35.2971","149.1316","4","QVUtQUNULVBhcmtlcy0yNjAw","{  ""coordinates"": [    149.1316,    -35.2971  ],  ""type"": ""point""}"
"AU","2600","Parliament House","Australian Capital Territory","ACT","CANBERRA","","","","-35.3126","149.1278","3","QVUtQUNULVBhcmxpYW1lbnQgSG91c2UtMjYwMA==","{  ""coordinates"": [    149.1278,    -35.3126  ],  ""type"": ""point""}"
"AU","2600","Hmas Harman","Australian Capital Territory","ACT","","","","","-35.31","149.1385","3","QVUtQUNULUhtYXMgSGFybWFuLTI2MDA=","{  ""coordinates"": [    149.1385,    -35.31  ],  ""type"": ""point""}"
"AU","2601","Canberra","Australian Capital Territory","ACT","CANBERRA","","","","-35.2835","149.1281","4","QVUtQUNULUNhbmJlcnJhLTI2MDE=","{  ""coordinates"": [    149.1281,    -35.2835  ],  ""type"": ""point""}"
"AU","2601","Acton","Australian Capital Territory","ACT","CANBERRA","","","","-35.2816","149.1189","4","QVUtQUNULUFjdG9uLTI2MDE=","{  ""coordinates"": [    149.1189,    -35.2816  ],  ""type"": ""point""}"
"AU","2601","Black Mountain","Australian Capital Territory","ACT","CANBERRA","","","","-35.2772","149.1054","3","QVUtQUNULUJsYWNrIE1vdW50YWluLTI2MDE=","{  ""coordinates"": [    149.1054,    -35.2772  ],  ""type"": ""point""}"
"AU","2601","City","Australian Capital Territory","ACT","CANBERRA","","","","-35.2812","149.1292","4","QVUtQUNULUNpdHktMjYwMQ==","{  ""coordinates"": [    149.1292,    -35.2812  ],  ""type"": ""point""}"
"AU","2602","Dickson","Australian Capital Territory","ACT","CANBERRA","","","","-35.2537","149.1383","4","QVUtQUNULURpY2tzb24tMjYwMg==","{  ""coordinates"": [    149.1383,    -35.2537  ],  ""type"": ""point""}"
"AU","2602","Ainslie","Australian Capital Territory","ACT","CANBERRA","","","","-35.2619","149.1466","4","QVUtQUNULUFpbnNsaWUtMjYwMg==","{  ""coordinates"": [    149.1466,    -35.2619  ],  ""type"": ""point""}"
"AU","2602","Hackett","Australian Capital Territory","ACT","CANBERRA","","","","-35.2486","149.163","4","QVUtQUNULUhhY2tldHQtMjYwMg==","{  ""coordinates"": [    149.163,    -35.2486  ],  ""type"": ""point""}"
"AU","2602","Watson","Australian Capital Territory","ACT","CANBERRA","","","","-35.2344","149.1577","4","QVUtQUNULVdhdHNvbi0yNjAy","{  ""coordinates"": [    149.1577,    -35.2344  ],  ""type"": ""point""}"
"AU","2602","Lyneham","Australian Capital Territory","ACT","CANBERRA","","","","-35.2478","149.1271","4","QVUtQUNULUx5bmVoYW0tMjYwMg==","{  ""coordinates"": [    149.1271,    -35.2478  ],  ""type"": ""point""}"
"AU","2602","O'Connor","Australian Capital Territory","ACT","CANBERRA","","","","-35.2584","149.1202","4","QVUtQUNULU8nQ29ubm9yLTI2MDI=","{  ""coordinates"": [    149.1202,    -35.2584  ],  ""type"": ""point""}"
"AU","2602","Downer","Australian Capital Territory","ACT","CANBERRA","","","","-35.2441","149.1436","4","QVUtQUNULURvd25lci0yNjAy","{  ""coordinates"": [    149.1436,    -35.2441  ],  ""type"": ""point""}"
"AU","2603","Forrest","Australian Capital Territory","ACT","CANBERRA","","","","-35.3165","149.1281","4","QVUtQUNULUZvcnJlc3QtMjYwMw==","{  ""coordinates"": [    149.1281,    -35.3165  ],  ""type"": ""point""}"
"AU","2603","Griffith","Australian Capital Territory","ACT","CANBERRA","","","","-35.3229","149.1386","4","QVUtQUNULUdyaWZmaXRoLTI2MDM=","{  ""coordinates"": [    149.1386,    -35.3229  ],  ""type"": ""point""}"
"AU","2603","Manuka","Australian Capital Territory","ACT","CANBERRA","","","","-35.3126","149.1278","3","QVUtQUNULU1hbnVrYS0yNjAz","{  ""coordinates"": [    149.1278,    -35.3126  ],  ""type"": ""point""}"
"AU","2603","Red Hill","Australian Capital Territory","ACT","CANBERRA","","","","-35.3389","149.1291","4","QVUtQUNULVJlZCBIaWxsLTI2MDM=","{  ""coordinates"": [    149.1291,    -35.3389  ],  ""type"": ""point""}"
"AU","2604","Narrabundah","Australian Capital Territory","ACT","CANBERRA","","","","-35.3344","149.1473","4","QVUtQUNULU5hcnJhYnVuZGFoLTI2MDQ=","{  ""coordinates"": [    149.1473,    -35.3344  ],  ""type"": ""point""}"
"AU","2604","Kingston","Australian Capital Territory","ACT","CANBERRA","","","","-35.3149","149.1448","4","QVUtQUNULUtpbmdzdG9uLTI2MDQ=","{  ""coordinates"": [    149.1448,    -35.3149  ],  ""type"": ""point""}"
"AU","2604","Causeway","Australian Capital Territory","ACT","CANBERRA","","","","-35.3151","149.1512","4","QVUtQUNULUNhdXNld2F5LTI2MDQ=","{  ""coordinates"": [    149.1512,    -35.3151  ],  ""type"": ""point""}"
"AU","2605","Hughes","Australian Capital Territory","ACT","CANBERRA","","","","-35.3335","149.0951","4","QVUtQUNULUh1Z2hlcy0yNjA1","{  ""coordinates"": [    149.0951,    -35.3335  ],  ""type"": ""point""}"
"AU","2605","Curtin","Australian Capital Territory","ACT","CANBERRA","","","","-35.3259","149.0793","4","QVUtQUNULUN1cnRpbi0yNjA1","{  ""coordinates"": [    149.0793,    -35.3259  ],  ""type"": ""point""}"
"AU","2605","Garran","Australian Capital Territory","ACT","CANBERRA","","","","-35.3421","149.1063","4","QVUtQUNULUdhcnJhbi0yNjA1","{  ""coordinates"": [    149.1063,    -35.3421  ],  ""type"": ""point""}"
"AU","2606","Lyons","Australian Capital Territory","ACT","CANBERRA","","","","-35.3418","149.0783","4","QVUtQUNULUx5b25zLTI2MDY=","{  ""coordinates"": [    149.0783,    -35.3418  ],  ""type"": ""point""}"
"AU","2606","Chifley","Australian Capital Territory","ACT","CANBERRA","","","","-35.353","149.0791","4","QVUtQUNULUNoaWZsZXktMjYwNg==","{  ""coordinates"": [    149.0791,    -35.353  ],  ""type"": ""point""}"
"AU","2606","Phillip","Australian Capital Territory","ACT","CANBERRA","","","","-35.348","149.0913","4","QVUtQUNULVBoaWxsaXAtMjYwNg==","{  ""coordinates"": [    149.0913,    -35.348  ],  ""type"": ""point""}"
"AU","2606","O'Malley","Australian Capital Territory","ACT","CANBERRA","","","","-35.3538","149.1086","4","QVUtQUNULU8nTWFsbGV5LTI2MDY=","{  ""coordinates"": [    149.1086,    -35.3538  ],  ""type"": ""point""}"
"AU","2606","Woden","Australian Capital Territory","ACT","CANBERRA","","","","-35.3481","149.0905","3","QVUtQUNULVdvZGVuLTI2MDY=","{  ""coordinates"": [    149.0905,    -35.3481  ],  ""type"": ""point""}"
"AU","2606","Swinger Hill","Australian Capital Territory","ACT","CANBERRA","","","","-35.3481","149.0905","3","QVUtQUNULVN3aW5nZXIgSGlsbC0yNjA2","{  ""coordinates"": [    149.0905,    -35.3481  ],  ""type"": ""point""}"
"AU","2607","Isaacs","Australian Capital Territory","ACT","CANBERRA","","","","-35.3691","149.1127","4","QVUtQUNULUlzYWFjcy0yNjA3","{  ""coordinates"": [    149.1127,    -35.3691  ],  ""type"": ""point""}"
"AU","2607","Torrens","Australian Capital Territory","ACT","CANBERRA","","","","-35.3721","149.0874","4","QVUtQUNULVRvcnJlbnMtMjYwNw==","{  ""coordinates"": [    149.0874,    -35.3721  ],  ""type"": ""point""}"
"AU","2607","Mawson","Australian Capital Territory","ACT","CANBERRA","","","","-35.3632","149.098","4","QVUtQUNULU1hd3Nvbi0yNjA3","{  ""coordinates"": [    149.098,    -35.3632  ],  ""type"": ""point""}"
"AU","2607","Farrer","Australian Capital Territory","ACT","CANBERRA","","","","-35.3754","149.1038","4","QVUtQUNULUZhcnJlci0yNjA3","{  ""coordinates"": [    149.1038,    -35.3754  ],  ""type"": ""point""}"
"AU","2607","Pearce","Australian Capital Territory","ACT","CANBERRA","","","","-35.3621","149.0829","4","QVUtQUNULVBlYXJjZS0yNjA3","{  ""coordinates"": [    149.0829,    -35.3621  ],  ""type"": ""point""}"
"AU","2608","Civic Square","Australian Capital Territory","ACT","CANBERRA","","","","-35.31","149.1933","1","QVUtQUNULUNpdmljIFNxdWFyZS0yNjA4","{  ""coordinates"": [    149.1933,    -35.31  ],  ""type"": ""point""}"
"AU","2609","Fyshwick","Australian Capital Territory","ACT","CANBERRA","","","","-35.328","149.1764","4","QVUtQUNULUZ5c2h3aWNrLTI2MDk=","{  ""coordinates"": [    149.1764,    -35.328  ],  ""type"": ""point""}"
"AU","2609","Majura","Australian Capital Territory","ACT","","","","","-35.2736","149.2089","4","QVUtQUNULU1hanVyYS0yNjA5","{  ""coordinates"": [    149.2089,    -35.2736  ],  ""type"": ""point""}"
"AU","2609","Canberra Airport","Australian Capital Territory","ACT","","","","","-35.3037","149.1952","3","QVUtQUNULUNhbmJlcnJhIEFpcnBvcnQtMjYwOQ==","{  ""coordinates"": [    149.1952,    -35.3037  ],  ""type"": ""point""}"
"AU","2609","Pialligo","Australian Capital Territory","ACT","CANBERRA","","","","-35.3082","149.1833","4","QVUtQUNULVBpYWxsaWdvLTI2MDk=","{  ""coordinates"": [    149.1833,    -35.3082  ],  ""type"": ""point""}"
"AU","2609","Symonston","Australian Capital Territory","ACT","CANBERRA","","","","-35.3407","149.1593","4","QVUtQUNULVN5bW9uc3Rvbi0yNjA5","{  ""coordinates"": [    149.1593,    -35.3407  ],  ""type"": ""point""}"
"AU","2610","Canberra Bc","Australian Capital Territory","ACT","CANBERRA","","","","-35.2778","149.0111","1","QVUtQUNULUNhbmJlcnJhIEJjLTI2MTA=","{  ""coordinates"": [    149.0111,    -35.2778  ],  ""type"": ""point""}"
"AU","2610","Canberra Mc","Australian Capital Territory","ACT","","","","","-35.2498","149.0591","1","QVUtQUNULUNhbmJlcnJhIE1jLTI2MTA=","{  ""coordinates"": [    149.0591,    -35.2498  ],  ""type"": ""point""}"
"AU","2611","Stirling","Australian Capital Territory","ACT","CANBERRA","","","","-35.3494","149.0503","4","QVUtQUNULVN0aXJsaW5nLTI2MTE=","{  ""coordinates"": [    149.0503,    -35.3494  ],  ""type"": ""point""}"
"AU","2611","Holder","Australian Capital Territory","ACT","CANBERRA","","","","-35.336","149.045","4","QVUtQUNULUhvbGRlci0yNjEx","{  ""coordinates"": [    149.045,    -35.336  ],  ""type"": ""point""}"
"AU","2611","Wright","Australian Capital Territory","ACT","","","","","-35.3214","149.0356","4","QVUtQUNULVdyaWdodC0yNjEx","{  ""coordinates"": [    149.0356,    -35.3214  ],  ""type"": ""point""}"
"AU","2611","Mount Stromlo","Australian Capital Territory","ACT","CANBERRA","","","","-35.4171","148.7769","3","QVUtQUNULU1vdW50IFN0cm9tbG8tMjYxMQ==","{  ""coordinates"": [    148.7769,    -35.4171  ],  ""type"": ""point""}"
"AU","2611","Rivett","Australian Capital Territory","ACT","CANBERRA","","","","-35.347","149.0382","4","QVUtQUNULVJpdmV0dC0yNjEx","{  ""coordinates"": [    149.0382,    -35.347  ],  ""type"": ""point""}"
"AU","2611","Duffy","Australian Capital Territory","ACT","CANBERRA","","","","-35.3364","149.0329","4","QVUtQUNULUR1ZmZ5LTI2MTE=","{  ""coordinates"": [    149.0329,    -35.3364  ],  ""type"": ""point""}"
"AU","2611","Weston Creek","Australian Capital Territory","ACT","CANBERRA","","","","-35.3124","149.0728","4","QVUtQUNULVdlc3RvbiBDcmVlay0yNjEx","{  ""coordinates"": [    149.0728,    -35.3124  ],  ""type"": ""point""}"
"AU","2611","Waramanga","Australian Capital Territory","ACT","CANBERRA","","","","-35.3527","149.0623","4","QVUtQUNULVdhcmFtYW5nYS0yNjEx","{  ""coordinates"": [    149.0623,    -35.3527  ],  ""type"": ""point""}"
"AU","2611","Uriarra","Australian Capital Territory","ACT","CANBERRA","","","","-35.2305","148.8998","3","QVUtQUNULVVyaWFycmEtMjYxMQ==","{  ""coordinates"": [    148.8998,    -35.2305  ],  ""type"": ""point""}"
"AU","2611","Stromlo","Australian Capital Territory","ACT","","","","","-35.3165","148.9873","4","QVUtQUNULVN0cm9tbG8tMjYxMQ==","{  ""coordinates"": [    148.9873,    -35.3165  ],  ""type"": ""point""}"
"AU","2611","Uriarra Village","Australian Capital Territory","ACT","","","","","-35.2956","148.9248","3","QVUtQUNULVVyaWFycmEgVmlsbGFnZS0yNjEx","{  ""coordinates"": [    148.9248,    -35.2956  ],  ""type"": ""point""}"
"AU","2611","Weston","Australian Capital Territory","ACT","CANBERRA","","","","-35.3386","149.0573","4","QVUtQUNULVdlc3Rvbi0yNjEx","{  ""coordinates"": [    149.0573,    -35.3386  ],  ""type"": ""point""}"
"AU","2611","Coombs","Australian Capital Territory","ACT","","","","","-35.3188","149.0421","4","QVUtQUNULUNvb21icy0yNjEx","{  ""coordinates"": [    149.0421,    -35.3188  ],  ""type"": ""point""}"
"AU","2611","Fisher","Australian Capital Territory","ACT","CANBERRA","","","","-35.3612","149.0565","4","QVUtQUNULUZpc2hlci0yNjEx","{  ""coordinates"": [    149.0565,    -35.3612  ],  ""type"": ""point""}"
"AU","2611","Chapman","Australian Capital Territory","ACT","CANBERRA","","","","-35.3568","149.0385","4","QVUtQUNULUNoYXBtYW4tMjYxMQ==","{  ""coordinates"": [    149.0385,    -35.3568  ],  ""type"": ""point""}"
"AU","2611","Coree","Australian Capital Territory","ACT","","","","","-35.2859","148.9186","4","QVUtQUNULUNvcmVlLTI2MTE=","{  ""coordinates"": [    148.9186,    -35.2859  ],  ""type"": ""point""}"
"AU","2612","Reid","Australian Capital Territory","ACT","CANBERRA","","","","-35.2807","149.1398","4","QVUtQUNULVJlaWQtMjYxMg==","{  ""coordinates"": [    149.1398,    -35.2807  ],  ""type"": ""point""}"
"AU","2612","Braddon","Australian Capital Territory","ACT","CANBERRA","","","","-35.2712","149.1335","4","QVUtQUNULUJyYWRkb24tMjYxMg==","{  ""coordinates"": [    149.1335,    -35.2712  ],  ""type"": ""point""}"
"AU","2612","Campbell","Australian Capital Territory","ACT","CANBERRA","","","","-35.2892","149.1542","4","QVUtQUNULUNhbXBiZWxsLTI2MTI=","{  ""coordinates"": [    149.1542,    -35.2892  ],  ""type"": ""point""}"
"AU","2612","Turner","Australian Capital Territory","ACT","CANBERRA","","","","-35.2684","149.1278","4","QVUtQUNULVR1cm5lci0yNjEy","{  ""coordinates"": [    149.1278,    -35.2684  ],  ""type"": ""point""}"
"AU","2614","Cook","Australian Capital Territory","ACT","CANBERRA","","","","-35.2595","149.0673","4","QVUtQUNULUNvb2stMjYxNA==","{  ""coordinates"": [    149.0673,    -35.2595  ],  ""type"": ""point""}"
"AU","2614","Jamison Centre","Australian Capital Territory","ACT","CANBERRA","","","","-35.2498","149.0591","3","QVUtQUNULUphbWlzb24gQ2VudHJlLTI2MTQ=","{  ""coordinates"": [    149.0591,    -35.2498  ],  ""type"": ""point""}"
"AU","2614","Hawker","Australian Capital Territory","ACT","CANBERRA","","","","-35.2464","149.039","4","QVUtQUNULUhhd2tlci0yNjE0","{  ""coordinates"": [    149.039,    -35.2464  ],  ""type"": ""point""}"
"AU","2614","Macquarie","Australian Capital Territory","ACT","CANBERRA","","","","-35.2517","149.0644","4","QVUtQUNULU1hY3F1YXJpZS0yNjE0","{  ""coordinates"": [    149.0644,    -35.2517  ],  ""type"": ""point""}"
"AU","2614","Page","Australian Capital Territory","ACT","CANBERRA","","","","-35.2388","149.0506","4","QVUtQUNULVBhZ2UtMjYxNA==","{  ""coordinates"": [    149.0506,    -35.2388  ],  ""type"": ""point""}"
"AU","2614","Aranda","Australian Capital Territory","ACT","CANBERRA","","","","-35.2584","149.0797","4","QVUtQUNULUFyYW5kYS0yNjE0","{  ""coordinates"": [    149.0797,    -35.2584  ],  ""type"": ""point""}"
"AU","2614","Scullin","Australian Capital Territory","ACT","CANBERRA","","","","-35.2343","149.0394","4","QVUtQUNULVNjdWxsaW4tMjYxNA==","{  ""coordinates"": [    149.0394,    -35.2343  ],  ""type"": ""point""}"
"AU","2614","Weetangera","Australian Capital Territory","ACT","CANBERRA","","","","-35.2492","149.05","3","QVUtQUNULVdlZXRhbmdlcmEtMjYxNA==","{  ""coordinates"": [    149.05,    -35.2492  ],  ""type"": ""point""}"
"AU","2615","Charnwood","Australian Capital Territory","ACT","CANBERRA","","","","-35.2","149.0354","4","QVUtQUNULUNoYXJud29vZC0yNjE1","{  ""coordinates"": [    149.0354,    -35.2  ],  ""type"": ""point""}"
"AU","2615","Macgregor","Australian Capital Territory","ACT","CANBERRA","","","","-35.2106","149.0093","4","QVUtQUNULU1hY2dyZWdvci0yNjE1","{  ""coordinates"": [    149.0093,    -35.2106  ],  ""type"": ""point""}"
"AU","2615","Flynn","Australian Capital Territory","ACT","CANBERRA","","","","-35.2048","149.0443","4","QVUtQUNULUZseW5uLTI2MTU=","{  ""coordinates"": [    149.0443,    -35.2048  ],  ""type"": ""point""}"
"AU","2615","Dunlop","Australian Capital Territory","ACT","CANBERRA","","","","-35.1942","149.0221","4","QVUtQUNULUR1bmxvcC0yNjE1","{  ""coordinates"": [    149.0221,    -35.1942  ],  ""type"": ""point""}"
"AU","2615","Higgins","Australian Capital Territory","ACT","CANBERRA","","","","-35.2323","149.0273","4","QVUtQUNULUhpZ2dpbnMtMjYxNQ==","{  ""coordinates"": [    149.0273,    -35.2323  ],  ""type"": ""point""}"
"AU","2615","Florey","Australian Capital Territory","ACT","CANBERRA","","","","-35.2264","149.0519","4","QVUtQUNULUZsb3JleS0yNjE1","{  ""coordinates"": [    149.0519,    -35.2264  ],  ""type"": ""point""}"
"AU","2615","Fraser","Australian Capital Territory","ACT","CANBERRA","","","","-35.1916","149.0453","4","QVUtQUNULUZyYXNlci0yNjE1","{  ""coordinates"": [    149.0453,    -35.1916  ],  ""type"": ""point""}"
"AU","2615","Holt","Australian Capital Territory","ACT","CANBERRA","","","","-35.2244","149.0133","4","QVUtQUNULUhvbHQtMjYxNQ==","{  ""coordinates"": [    149.0133,    -35.2244  ],  ""type"": ""point""}"
"AU","2615","Spence","Australian Capital Territory","ACT","CANBERRA","","","","-35.1986","149.0642","4","QVUtQUNULVNwZW5jZS0yNjE1","{  ""coordinates"": [    149.0642,    -35.1986  ],  ""type"": ""point""}"
"AU","2615","Melba","Australian Capital Territory","ACT","CANBERRA","","","","-35.2092","149.0539","4","QVUtQUNULU1lbGJhLTI2MTU=","{  ""coordinates"": [    149.0539,    -35.2092  ],  ""type"": ""point""}"
"AU","2615","Latham","Australian Capital Territory","ACT","CANBERRA","","","","-35.2174","149.0325","4","QVUtQUNULUxhdGhhbS0yNjE1","{  ""coordinates"": [    149.0325,    -35.2174  ],  ""type"": ""point""}"
"AU","2615","Kippax","Australian Capital Territory","ACT","CANBERRA","","","","-35.2101","149.034","3","QVUtQUNULUtpcHBheC0yNjE1","{  ""coordinates"": [    149.034,    -35.2101  ],  ""type"": ""point""}"
"AU","2615","Kippax Centre","Australian Capital Territory","ACT","CANBERRA","","","","-35.2101","149.034","3","QVUtQUNULUtpcHBheCBDZW50cmUtMjYxNQ==","{  ""coordinates"": [    149.034,    -35.2101  ],  ""type"": ""point""}"
"AU","2616","Belconnen","Australian Capital Territory","ACT","CANBERRA","","","","-35.2167","149.0833","4","QVUtQUNULUJlbGNvbm5lbi0yNjE2","{  ""coordinates"": [    149.0833,    -35.2167  ],  ""type"": ""point""}"
"AU","2617","Lawson","Australian Capital Territory","ACT","CANBERRA","","","","-35.2292","149.0898","4","QVUtQUNULUxhd3Nvbi0yNjE3","{  ""coordinates"": [    149.0898,    -35.2292  ],  ""type"": ""point""}"
"AU","2617","Mckellar","Australian Capital Territory","ACT","CANBERRA","","","","-35.2175","149.0761","4","QVUtQUNULU1ja2VsbGFyLTI2MTc=","{  ""coordinates"": [    149.0761,    -35.2175  ],  ""type"": ""point""}"
"AU","2617","Giralang","Australian Capital Territory","ACT","CANBERRA","","","","-35.2116","149.0962","4","QVUtQUNULUdpcmFsYW5nLTI2MTc=","{  ""coordinates"": [    149.0962,    -35.2116  ],  ""type"": ""point""}"
"AU","2617","Evatt","Australian Capital Territory","ACT","CANBERRA","","","","-35.2105","149.0701","4","QVUtQUNULUV2YXR0LTI2MTc=","{  ""coordinates"": [    149.0701,    -35.2105  ],  ""type"": ""point""}"
"AU","2617","Belconnen","Australian Capital Territory","ACT","CANBERRA","","","","-35.2397","149.0677","4","QVUtQUNULUJlbGNvbm5lbi0yNjE3","{  ""coordinates"": [    149.0677,    -35.2397  ],  ""type"": ""point""}"
"AU","2617","Kaleen","Australian Capital Territory","ACT","CANBERRA","","","","-35.2257","149.1068","4","QVUtQUNULUthbGVlbi0yNjE3","{  ""coordinates"": [    149.1068,    -35.2257  ],  ""type"": ""point""}"
"AU","2617","Bruce","Australian Capital Territory","ACT","CANBERRA","","","","-35.2427","149.0935","4","QVUtQUNULUJydWNlLTI2MTc=","{  ""coordinates"": [    149.0935,    -35.2427  ],  ""type"": ""point""}"
"AU","2617","University Of Canberra","Australian Capital Territory","ACT","CANBERRA","","","","-35.2498","149.0591","3","QVUtQUNULVVuaXZlcnNpdHkgT2YgQ2FuYmVycmEtMjYxNw==","{  ""coordinates"": [    149.0591,    -35.2498  ],  ""type"": ""point""}"
"AU","2617","Belconnen DC","Australian Capital Territory","ACT","","","","","-35.2199","149.0869","3","QVUtQUNULUJlbGNvbm5lbiBEQy0yNjE3","{  ""coordinates"": [    149.0869,    -35.2199  ],  ""type"": ""point""}"
"AU","2618","Hall","Australian Capital Territory","ACT","CANBERRA","","","","-35.1693","149.0691","4","QVUtQUNULUhhbGwtMjYxOA==","{  ""coordinates"": [    149.0691,    -35.1693  ],  ""type"": ""point""}"
"AU","2620","Oaks Estate","Australian Capital Territory","ACT","","","","","-35.3406","149.2288","4","QVUtQUNULU9ha3MgRXN0YXRlLTI2MjA=","{  ""coordinates"": [    149.2288,    -35.3406  ],  ""type"": ""point""}"
"AU","2620","Hume","Australian Capital Territory","ACT","CANBERRA","","","","-35.3926","149.1658","4","QVUtQUNULUh1bWUtMjYyMA==","{  ""coordinates"": [    149.1658,    -35.3926  ],  ""type"": ""point""}"
"AU","2620","Tharwa","Australian Capital Territory","ACT","CANBERRA","","","","-35.5051","149.0613","4","QVUtQUNULVRoYXJ3YS0yNjIw","{  ""coordinates"": [    149.0613,    -35.5051  ],  ""type"": ""point""}"
"AU","2620","Beard","Australian Capital Territory","ACT","","","","","-35.3411","149.2106","4","QVUtQUNULUJlYXJkLTI2MjA=","{  ""coordinates"": [    149.2106,    -35.3411  ],  ""type"": ""point""}"
"AU","2620","Kowen","Australian Capital Territory","ACT","","","","","-35.318","149.3187","3","QVUtQUNULUtvd2VuLTI2MjA=","{  ""coordinates"": [    149.3187,    -35.318  ],  ""type"": ""point""}"
"AU","2620","Paddys River","Australian Capital Territory","ACT","","","","","-35.4528","148.9997","3","QVUtQUNULVBhZGR5cyBSaXZlci0yNjIw","{  ""coordinates"": [    148.9997,    -35.4528  ],  ""type"": ""point""}"
"AU","2900","Tuggeranong","Australian Capital Territory","ACT","CANBERRA","","","","-35.4779","149.1225","3","QVUtQUNULVR1Z2dlcmFub25nLTI5MDA=","{  ""coordinates"": [    149.1225,    -35.4779  ],  ""type"": ""point""}"
"AU","2900","Greenway","Australian Capital Territory","ACT","CANBERRA","","","","-35.4142","149.069","4","QVUtQUNULUdyZWVud2F5LTI5MDA=","{  ""coordinates"": [    149.069,    -35.4142  ],  ""type"": ""point""}"
"AU","2901","Tuggeranong Dc","Australian Capital Territory","ACT","CANBERRA","","","","-35.4333","149.15","1","QVUtQUNULVR1Z2dlcmFub25nIERjLTI5MDE=","{  ""coordinates"": [    149.15,    -35.4333  ],  ""type"": ""point""}"
"AU","2902","Kambah Village","Australian Capital Territory","ACT","","","","","-35.3862","149.058","3","QVUtQUNULUthbWJhaCBWaWxsYWdlLTI5MDI=","{  ""coordinates"": [    149.058,    -35.3862  ],  ""type"": ""point""}"
"AU","2902","Kambah","Australian Capital Territory","ACT","CANBERRA","","","","-35.3866","149.0605","4","QVUtQUNULUthbWJhaC0yOTAy","{  ""coordinates"": [    149.0605,    -35.3866  ],  ""type"": ""point""}"
"AU","2903","Oxley","Australian Capital Territory","ACT","CANBERRA","","","","-35.4091","149.0785","4","QVUtQUNULU94bGV5LTI5MDM=","{  ""coordinates"": [    149.0785,    -35.4091  ],  ""type"": ""point""}"
